UID|OS|Browser|Device|startTime|devInfo|vibration|orientation|acceleration|rotationRate|proximity|light|magnetometer|compass|battery|geolocation|image|audio|endTime
25|"iOS 16"|Safari|"iPhone 13-Real"|"15/11/2023, 21:04:22"|"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 21:04:58"|1
26|"iOS 14"|Safari|"iPhone 12"|"11/15/2023, 7:09:37 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|"11/15/2023, 7:10:05 PM"|1
27|"iOS 14"|Chrome|"iPhone 12"|"11/15/2023, 7:10:47 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"11/15/2023, 7:11:20 PM"|1
28|"iOS 17"|Safari|"iPhone 12"|"15/11/2023, 19:13:37"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|"15/11/2023, 19:14:09"|1
29|"iOS 17"|Safari|"iPhone 12"|"15/11/2023, 19:16:50"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|0|"15/11/2023, 19:17:32"
29|"iOS 17"|Chrome|"iPhone 12"|"15/11/2023, 19:17:43"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|0|"15/11/2023, 19:18:08"
31|"iOS 13"|Safari|"iPhone 11"|"15/11/2023, 19:24:41"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|0|"15/11/2023, 19:25:11"
32|"iOS 13"|Chrome|"iPhone 11"|"15/11/2023, 19:26:16"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|0|0|"15/11/2023, 19:26:35"
33|"iOS 14"|Safari|"iPhone 11"|"15/11/2023, 19:29:31"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"15/11/2023, 19:29:57"
34|"iOS 14"|Chrome|"iPhone 11"|"15/11/2023, 19:30:34"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|0|0|"15/11/2023, 19:30:54"
35|"iOS 15"|Safari|"iPhone 11"|"15/11/2023, 19:33:46"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 19:34:16"|1
36|"iOS 15"|Chrome|"iPhone 11"|"15/11/2023, 19:36:47"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|1|"15/11/2023, 19:37:20"
37|"iOS 15"|Safari|"iPhone 8"|"11/15/2023, 7:41:57 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"11/15/2023, 7:42:35 PM"|1
38|"iOS 15"|Chrome|"iPhone 8"|"11/15/2023, 7:43:33 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"11/15/2023, 7:44:09 PM"|1
39|"iOS 13"|Safari|"iPhone 8"|"15/11/2023, 19:45:03"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"15/11/2023, 19:45:28"
40|"iOS 13"|Chrome|"iPhone 8"|"15/11/2023, 19:46:00"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|0|0|"15/11/2023, 19:46:20"
41|"iOS 15"|Safari|"iPhone XS"|"15/11/2023, 19:50:37"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|"15/11/2023, 19:51:05"|1
42|"iOS 15"|Chrome|"iPhone XS"|"15/11/2023, 19:51:40"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|0|"15/11/2023, 19:52:03"|1
43|"iOS 14"|Safari|"iPhone XS"|"15/11/2023, 19:52:53"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"15/11/2023, 19:53:22"
44|"iOS 14"|Chrome|"iPhone XS"|"15/11/2023, 19:54:24"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"15/11/2023, 19:54:58"
45|"iOS 13"|Safari|"iPhone XS"|"15/11/2023, 19:56:19"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"15/11/2023, 19:56:48"
46|"iOS 13"|Chrome|"iPhone XS"|"15/11/2023, 20:02:43"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|0|0|"15/11/2023, 20:03:04"
47|"iOS 12"|Safari|"iPhone XS"|"15/11/2023, 20:07:17"|"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1"|0|1|1|1|0|0|0|0|0|0|1|0|"15/11/2023, 20:07:40"
48|"iOS 12"|Chrome|"iPhone XS"|"11/15/2023, 8:09:11 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/86.0.4240.93 Mobile/15E148 Safari/604.1"|0|1|1|1|0|0|0|0|0|1|0|0|"11/15/2023, 8:09:21 PM"
49|"iOS 12"|Safari|"iPhone 15 Pro Max"|"15/11/2023, 20:24:04"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 20:24:56"|1
49|"iOS 17"|Safari|"iPhone 15 Pro Max"|"15/11/2023, 20:26:27"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|"15/11/2023, 20:27:05"|1
49|"iOS 17"|Safari|"iPhone 15 Pro Max"|"15/11/2023, 20:29:46"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|"15/11/2023, 20:30:15"|1
50|"iOS 17"|Chrome|" iPhone 15 Pro Max"|"15/11/2023, 20:31:19"|"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 20:32:07"|1
51|"iOS 16"|Safari|"iPhone 14 Pro Max"|"15/11/2023, 20:36:55"|"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 20:37:25"|1
52|"iOS 16"|Chrome|" iPhone 14 Pro Max"|"15/11/2023, 20:38:34"|"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 20:39:13"|1
53|"iOS 15"|Safari|"iPhone 13 Pro Max"|"11/15/2023, 8:40:48 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|1|"11/15/2023, 8:42:52 PM"
54|"iOS 15"|Chrome|" iPhone 13 Pro"|"11/15/2023, 8:43:57 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 15_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"11/15/2023, 8:44:41 PM"|1
55|"iOS 14"|Safari|"iPhone 12 Pro Max"|"11/15/2023, 8:47:23 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"11/15/2023, 8:47:48 PM"
56|"iOS 14"|Chrome|" iPhone 12 Pro Max"|"11/15/2023, 8:48:26 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|0|"11/15/2023, 8:48:55 PM"
57|"iOS 13"|Chrome|" iPhone 11 Pro Max"|"11/15/2023, 8:52:16 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"11/15/2023, 8:52:42 PM"
58|"iOS 13"|Safari|"iPhone 11 Pro Max"|"11/15/2023, 8:54:13 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|1|1|0|"11/15/2023, 8:54:39 PM"
59|"iOS 14"|Safari|"iPhone 11 Pro Max"|"11/15/2023, 8:56:02 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"11/15/2023, 8:56:46 PM"|1
60|"iOS 14"|Chrome||"11/15/2023, 8:58:25 PM"|"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|0|"11/15/2023, 8:59:06 PM"
61|"iOS 16"|Safari|"iPhone 11 Pro Max"|"15/11/2023, 21:00:15"|"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.1 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 21:01:16"|1
62|"iOS 16"|Chrome|" iPhone 11 Pro Max"|"15/11/2023, 21:02:38"|"Mozilla/5.0 (iPhone; CPU iPhone OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/92.0.4515.90 Mobile/15E148 Safari/604.1"|0|0|0|0|0|0|0|0|0|0|1|"15/11/2023, 21:03:11"|1
63|"Android 13"|Chrome|" Samsung Galaxy S23"|"15/11/2023, 22:12:27"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"15/11/2023, 22:12:53"|1
64|"Android 13"|Edge|" Samsung Galaxy S23"|"11/15/2023, 10:15:36 PM"|"Mozilla/5.0 (Linux; Android 13; SM-S911B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:16:08 PM"|1
66|"Android 13"|"Samsung Internet"|" Samsung Galaxy S23"|"11/15/2023, 10:29:10 PM"|"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-S911B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|0|0|1|"11/15/2023, 10:30:10 PM"|1
67|"Android 13"|Chrome|" Samsung Galaxy Z Fold 5"|"15/11/2023, 21:34:16"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|1|"15/11/2023, 21:34:40"
68|"Android 13"|Edge|" Samsung Galaxy Z Fold 5"|"15/11/2023, 21:36:12"|"Mozilla/5.0 (Linux; Android 13; SM-F946B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|0|"15/11/2023, 21:36:42"
69|"Android 13"|"Samsung Internet "|"Samsung Galaxy Z Fold 5"|"11/15/2023, 9:42:49 PM"|"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-F946B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|0|0|1|"11/15/2023, 9:43:27 PM"|1
70|"Android 13"|Firefox|"Samsung Galaxy Z Fold 5"|"11/15/2023, 9:44:56 PM"|"Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 9:45:16 PM"
71|"Android 12"|Chrome|" Samsung Galaxy S22"|"11/15/2023, 9:48:28 PM"|"Mozilla/5.0 (Linux; Android 12; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 9:49:06 PM"|1
72|"Android 12"|Edge|"Samsung Galaxy S22"|"11/15/2023, 9:49:44 PM"|"Mozilla/5.0 (Linux; Android 12; SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|1|"11/15/2023, 9:50:17 PM"
73|"Android 12"|Firefox|"Samsung Galaxy S22"|"11/15/2023, 9:50:59 PM"|"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 9:51:19 PM"
74|"Android 12"|"Samsung Internet"|"Samsung Galaxy S22"|"11/15/2023, 9:53:23 PM"|"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-S901B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 9:54:34 PM"|1
75|"Android 11"|Chrome|"Samsung Galaxy S21"|"11/15/2023, 9:59:20 PM"|"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:00:54 PM"|1
76|"Android 11"|Edge|"Samsung Galaxy S21"|"11/15/2023, 10:01:29 PM"|"Mozilla/5.0 (Linux; Android 11; SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:01:58 PM"|1
77|"Android 11"|Firefox|"Samsung Galaxy S21"|"11/15/2023, 10:02:34 PM"|"Mozilla/5.0 (Android 11; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:02:54 PM"
78|"Android 11"|"Samsung Internet"|"Samsung Galaxy S21"|"11/15/2023, 10:04:28 PM"|"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G991B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:05:04 PM"|1
79|"Android 10"|Chrome|"Samsung Galaxy S20"|"11/15/2023, 10:06:51 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:07:17 PM"|1
80|"Android 10"|Edge|"Samsung Galaxy S20"|"11/15/2023, 10:08:06 PM"|"Mozilla/5.0 (Linux; Android 10; SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|1|"11/15/2023, 10:08:46 PM"
81|"Android 10"|Firefox|"Samsung Galaxy S20"|"11/15/2023, 10:09:39 PM"|"Mozilla/5.0 (Android 10; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:09:59 PM"
82|"Android 10"|"Samsung Internet"|"Samsung Galaxy S20"|"11/15/2023, 10:10:51 PM"|"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G981B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:11:34 PM"|1
83|"Android 11"|Chrome|"Samsung Galaxy А52"|"11/15/2023, 10:17:37 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:18:12 PM"|1
84|"Android 11"|Edge|"Samsung Galaxy А52"|"11/15/2023, 10:19:08 PM"|"Mozilla/5.0 (Linux; Android 11; SM-A525F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:19:44 PM"|1
85|"Android 11"|Firefox|"Samsung Galaxy А52"|"11/15/2023, 10:20:38 PM"|"Mozilla/5.0 (Android 11; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:21:02 PM"
86|"Android 11"|"Samsung Internet"|"Samsung Galaxy А52"|"11/15/2023, 10:23:37 PM"|"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A525F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/21.0 Chrome/110.0.5481.154 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:25:25 PM"|1
87|"Android 11"|Chrome|"Samsung Galaxy А11"|"11/15/2023, 10:26:34 PM"|"Mozilla/5.0 (Linux; Android 10; SM-A115M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Mobile Safari/537.36"|1|0|1|1|0|0|0|0|1|1|1|1|"11/15/2023, 10:27:04 PM"
88|"Android 10"|Edge|"Samsung Galaxy А11"|"11/15/2023, 10:27:54 PM"|"Mozilla/5.0 (Linux; Android 10; SM-A115M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|0|1|1|0|0|0|0|1|0|1|1|"11/15/2023, 10:28:28 PM"
89|"Android 10"|Firefox|"Samsung Galaxy А11"|"11/15/2023, 10:29:28 PM"|"Mozilla/5.0 (Android 10; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:29:50 PM"
90|"Android 13"|Chrome|"Google Pixel 7"|"11/15/2023, 10:33:54 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:34:27 PM"|1
91|"Android 13"|Edge|"Google Pixel 7"|"11/15/2023, 10:35:01 PM"|"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:35:38 PM"|1
92|"Android 13"|Edge|"Google Pixel 7"|"11/15/2023, 10:36:28 PM"|"Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:36:48 PM"
94|"Android 13"|Chrome|"Google Pixel 7-Real"|"11/16/2023, 12:38:50 AM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|1|1|"11/16/2023, 12:39:19 AM"|1
95|"Android 12"|Chrome|"Google Pixel 6"|"11/15/2023, 10:45:52 PM"|"Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:46:28 PM"|1
96|"Android 12"|Edge|"Google Pixel 6"|"11/15/2023, 10:47:12 PM"|"Mozilla/5.0 (Linux; Android 12; Pixel 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:47:43 PM"|1
97|"Android 12"|Firefox|"Google Pixel 6"|"11/15/2023, 10:48:44 PM"|"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:49:05 PM"
98|"Android 12"|Chrome|"Google Pixel 5"|"11/15/2023, 10:50:33 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|1|"11/15/2023, 10:51:04 PM"
99|"Android 12"|Edge|"Google Pixel 5"|"11/15/2023, 10:53:44 PM"|"Mozilla/5.0 (Linux; Android 12; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 10:54:18 PM"|1
100|"Android 12"|Firefox|"Google Pixel 5"|"11/15/2023, 10:56:11 PM"|"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 10:56:32 PM"
102|"Android 13"|Chrome|"Xiaomi Redmi Note 12 4G"|"11/15/2023, 11:04:56 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 11:05:21 PM"|1
103|"Android 13"|Firefox|"Xiaomi Redmi Note 12 4G"|"11/15/2023, 11:09:38 PM"|"Mozilla/5.0 (Android 13; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 11:10:00 PM"
104|"Android 12"|Chrome|"Xiaomi Redmi Note 12 Pro"|"11/15/2023, 11:12:58 PM"|"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Mobile Safari/537.36"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 11:13:23 PM"|1
105|"Android 12"|Edge|"Xiaomi Redmi Note 12 Pro"|"11/15/2023, 11:14:11 PM"|"Mozilla/5.0 (Linux; Android 12; 22101316I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36 EdgA/111.0.1661.59"|1|1|1|1|0|0|0|1|1|0|1|"11/15/2023, 11:14:41 PM"|1
106|"Android 12"|Firefox|"Xiaomi Redmi Note 12 Pro"|"11/15/2023, 11:15:28 PM"|"Mozilla/5.0 (Android 12; Mobile; rv:109.0) Gecko/114.0 Firefox/114.0"|1|0|0|0|0|0|0|0|0|0|0|0|"11/15/2023, 11:15:49 PM"
